,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
80096,0.991,"Giuseppe Verdi', 'Fernando Previtali', 'Giacomo Vaghi', 'Gino Penno', 'Orchestra Sinfonica di Roma della RAI",0.3,215826,0.21,0,0VF9Zd41aTEqkAe2CJFDrm,0.000174,5,0.138,-15.005999999999998,0,"Verdi : Ernani : Part 2: L'ospite ""Vigili pure il ciel sempre su te"" [Silva, Ernani]",0,1951,0.0602,66.743,0.344,1951
53101,0.329,Hootie & The Blowfish,0.454,236080,0.7959999999999999,0,5tv2Xb1s1CyeM5VbLyavCC,0.0,0,0.163,-6.556,1,"Hey, Hey What Can I Do - 2019 Remaster",45,1994-07-05,0.0477,157.342,0.5329999999999999,1994
28443,0.873,Burl Ives,0.5489999999999999,137467,0.22,0,1UjY24WZnvgMkOTgeUbBA4,4.09e-06,3,0.113,-12.886,1,Winter Wonderland,32,1965-01-01,0.0399,103.901,0.308,1965
54852,0.6509999999999999,The Countdown Kids,0.911,229000,0.246,0,7b8mJ4wVjWpe7yeYGus0rL,0.0,2,0.11,-16.119,0,The Ants Go Marching,58,2003-01-01,0.0877,119.917,0.841,2003
111253,0.996,Arun Kumar,0.423,142282,0.0458,0,3I2TDGXLqzbj71UkAkZGSn,0.93,8,0.108,-18.592,0,Khiladi Khele Ja,0,1940-12-31,0.0736,135.497,0.515,1940
164631,0.13699999999999998,Herbie Hancock,0.591,459267,0.474,0,0sMhsWf2Ye6DqlfZF06nAF,0.856,8,0.0436,-11.505,1,Chameleon,20,1973,0.0667,103.007,0.972,1973
118655,0.234,Loverboy,0.336,214133,0.5529999999999999,0,2XjQ3Gq9EKY5Vt2ORf7LOv,0.0,2,0.35200000000000004,-13.459,1,Always On My Mind,26,1980,0.0333,180.628,0.848,1980
8627,0.939,Brenda Lee,0.327,189653,0.223,0,6en4NMn5Mac3lqJKNxUdaz,0.000197,9,0.121,-11.803,1,The End Of The World,49,1963-09-12,0.0293,176.86,0.31,1963
69680,0.0161,U2,0.536,480333,0.55,0,4lI5ov3iO3wzXY1Fz3Ho7i,0.0269,1,0.6859999999999999,-11.851,1,Bad - Live,35,1985-06-10,0.0283,101.979,0.395,1985
92283,0.00255,Robin Trower,0.443,235093,0.88,0,1NlFEL61965AIewh7aGlEd,0.0,10,0.0891,-7.5070000000000014,0,Back It Up - 2012 Remaster,2,2012-02-27,0.111,162.429,0.826,2012
91909,0.00101,"BT', 'JES",0.698,493189,0.649,0,0bpWfuMfCL6RVFRMyS8XSY,0.615,6,0.197,-8.555,0,Every Other Way - Armin van Buuren Mix,0,2011-01-11,0.0872,131.00799999999998,0.425,2011
154240,0.0277,The Mighty Mighty Bosstones,0.546,153133,0.872,0,1ccFnIocW7FZ546v5cVqta,0.000178,9,0.121,-5.98,1,Let's Face It,35,1997-01-01,0.0404,161.889,0.962,1997
10488,0.0778,Lynyrd Skynyrd,0.232,450227,0.615,0,64sn7wgJfeQKY3Jisnl59w,5.68e-06,9,0.0601,-8.636000000000001,1,Tuesday's Gone,62,1973-01-01,0.0295,146.488,0.41,1973
53327,0.165,Blind Melon,0.338,214800,0.529,0,2Wgh2GmDV3g9IZTCuAUkYf,0.0162,4,0.344,-9.864,0,Mouthful Of Cavities,47,1995-01-01,0.0492,98.098,0.445,1995
170320,0.0005139999999999999,"Chinese Relaxation and Meditation', 'Asian Traditional Music",0.627,178035,0.5,0,4qG2TLX6ELa9YZBdHO4gMx,5.19e-05,11,0.0871,-10.377,0,Red Lantern,1,2021-01-16,0.0316,99.997,0.195,2021
57247,0.315,David Bowie,0.32,243613,0.484,0,26rtzzGfTEPTeVzzl65SZH,0.0,7,0.0924,-11.711,1,Drive-In Saturday - German Single Edit; 2015 Remaster,10,2015-09-25,0.0353,201.337,0.456,2015
164179,0.586,Joe Cocker,0.299,485813,0.616,0,3n45E4RoeRBd7U7OEsxUwn,0.000154,0,0.6679999999999999,-7.689,1,Let's Go Get Stoned - With Intro / Live At The Fillmore East/1970,22,1970-08-18,0.0886,184.099,0.37,1970
95612,0.976,"Antonio Bazzini', 'Jascha Heifetz', 'Concert Hall Orchestra', 'Unknown Artist",0.7290000000000001,267427,0.35700000000000004,0,4aebec9jyNEJibarBkQcEq,0.696,11,0.635,-14.061,0,"La ronde des lutins, Op. 25 (Live)",2,1946-01-01,0.112,96.843,0.871,1946
51028,0.974,"Johann Sebastian Bach', 'Yo-Yo Ma",0.338,222187,0.0755,0,2oSSC6Si36uySfMMhqN3Ck,0.917,0,0.152,-25.833,0,"Cello Suite No. 4 in E-Flat Major, BWV 1010: III. Courante",35,1983,0.0425,107.391,0.627,1983
115113,0.754,Bobby Bare,0.473,132013,0.61,0,4HfW8jpJuJBUEQG0MrLtud,0.0,11,0.42,-9.414,1,Gotta Travel On,20,1963-12-11,0.0366,182.77,0.894,1963
122944,0.581,Raffi,0.688,163973,0.4970000000000001,0,1CI0KTzVhyXAZWBS4GSCrV,0.0,11,0.0686,-7.5939999999999985,0,Let's Play,39,2002-01-01,0.161,184.713,0.8059999999999999,2002
156829,0.0453,Stephen Speaks,0.515,274245,0.769,0,47nJrlVeOWNEI4hppa7ha9,0.00434,7,0.0961,-5.6960000000000015,1,Passenger Seat,66,2011-12-13,0.0309,153.046,0.653,2011
100950,0.00483,New York Dolls,0.345,358440,0.8340000000000001,0,4Z74OPUwmhUrCoIZoQze44,1.32e-06,11,0.371,-10.15,0,Frankenstein,33,1973-01-01,0.0423,137.524,0.438,1973
40225,0.979,"Cornélio Pires', 'Pedro Massa",0.687,121949,0.133,0,4eqGzPeWFzZxCHYHLTOInx,0.0,2,0.17600000000000002,-13.684,1,Moda do Peão - Moda de Viola,1,1929-08-07,0.28800000000000003,97.107,0.365,1929
46888,0.0528,Henry Mancini,0.329,106160,0.404,0,4c3X5GDKBlXud4BQtfpFyZ,0.122,0,0.0506,-12.491,0,"It Had Better Be Tonight (Meglio stasera) - From the Mirisch-G & E Production ""The Pink Panther"" [Instrumental]",35,1963,0.0327,119.427,0.63,1963
78446,0.995,"Nilla Pizzi', 'Achille Togliani",0.37,180637,0.0376,0,29r1taSfLJn01OUfE30PNe,0.812,1,0.273,-22.545,1,Nel regno dei sogni,0,1940-06-29,0.0641,90.38,0.279,1940
58081,2.56e-06,"Arksun', 'Sean Tyas",0.248,124253,0.988,0,1raxavZup3roUL6UnPQQlz,0.951,7,0.215,-9.568,1,Arisen (Mixed) - Sean Tyas Remix,20,2019-12-13,0.0602,139.691,0.54,2019
134449,0.287,The Doobie Brothers,0.637,206533,0.6679999999999999,0,7piuPcQzIaS3HiLwl3NnQ5,0.0,7,0.0894,-9.339,1,Little Darling (I Need You),25,1977-08-26,0.0703,139.418,0.682,1977
99838,0.614,"Marvin Gaye', 'Tammi Terrell",0.29100000000000004,181160,0.306,0,6LvrVfMAUYkRXYZhSbjjTn,0.0,2,0.0582,-13.448,0,Give A Little Love,27,1967-08-29,0.0319,176.68900000000005,0.388,1967
48926,0.006220000000000001,David Bowie,0.426,268646,0.7979999999999999,0,39H1xVrwxDjeIzq4WMYIod,0.00112,11,0.0981,-9.3,0,Panic in Detroit - 2013 Remaster,42,1973-04-13,0.0399,93.655,0.767,1973
94423,0.972,Sofia Vempo,0.35700000000000004,205653,0.188,0,3jrA08wahy7d3DwRDZXM0p,0.0,4,0.298,-16.024,0,Mi me rotate,0,1930-01-01,0.0508,82.447,0.362,1930
15118,0.00602,Backstreet Boys,0.792,287293,0.8109999999999999,0,5WTxbyWTpoqhdxEN2szOnl,0.000155,10,0.224,-5.198,0,Everybody (Backstreet's Back) - Extended Version,58,1996,0.0367,108.054,0.509,1996
1880,0.97,Al Bowlly,0.337,179240,0.0723,0,7r8PfxqONYkGBIdLhPTk1g,0.000937,2,0.0866,-16.871,1,Night and Day,12,1930,0.0561,173.895,0.196,1930
34105,0.6729999999999999,Chick Corea,0.503,191933,0.344,0,0m8tSPLHhjhGToD6LW0RPp,0.381,1,0.096,-19.024,1,Windows,51,1993-01-01,0.0369,108.489,0.468,1993
94071,0.403,"Georgette Heyer', 'Irina Salkow",0.735,127596,0.155,0,6KIBdqSdG34iOktDiOXQLm,0.0,9,0.219,-22.653,1,Kapitel 42 - Der Page und die Herzogin,2,1926,0.946,73.986,0.309,1926
89729,0.701,Los Yaguarú,0.7809999999999999,226440,0.609,0,0BDB510obfpoVbjwmzPvq6,0.000218,2,0.315,-5.0680000000000005,1,Pero Tu Mirada,52,1999-01-01,0.039,83.835,0.754,1999
131873,0.0763,Hep Stars,0.434,112760,0.911,0,5TBZ83zjF9RqQQCTcaqqSA,0.0304,0,0.0562,-6.9579999999999975,1,Farmer John,24,1964,0.0539,106.442,0.746,1964
83215,0.934,Gordon Lightfoot,0.518,169200,0.328,0,0AFZnXDUT5qbJboJMZ6zlp,0.0102,9,0.158,-11.322,1,Long River,32,1966-01-01,0.0289,103.077,0.47,1966
7534,0.872,Art Farmer,0.615,344067,0.204,0,3X3p3u03P8eFL8WTH0oaaU,0.382,7,0.071,-16.075,1,Fair Weather - Remastered,47,1958,0.0439,96.47,0.496,1958
43409,0.171,Эрих Мария Ремарк,0.677,121500,0.118,1,1Bi76AOPIPkw3WAakUfNKJ,0.0008759999999999999,0,0.155,-21.209,1,Часть 90.2 - Триумфальная арка,0,1945,0.949,145.049,0.588,1945
18446,0.00125,Katy Perry,0.649,230747,0.815,0,455AfCsOhhLPRc68sE01D8,4.31e-05,3,0.6709999999999999,-3.796,0,Last Friday Night (T.G.I.F.),74,2012-03-12,0.0415,126.03,0.765,2012
38091,0.0272,"Paul Oakenfold', 'Cassandra Fox', 'Mike Koglin",0.524,64541,0.949,0,3uzDuBSZZ9GIuaTmlAjtf1,0.915,4,0.57,-7.5779999999999985,0,Touch Me (Mix Cut) - Mike Koglin 2.0 Remix,5,2014-12-19,0.0381,129.944,0.917,2014
67964,0.343,Parliament,0.7659999999999999,515733,0.636,0,3fHrnF1MxAZaiGVkGIxM9h,0.000483,11,0.12,-11.784,0,Bop Gun (Endangered Species),34,1977-11-28,0.078,102.17,0.8440000000000001,1977
12668,0.0115,Bruce Springsteen,0.527,241307,0.942,0,7FwBtcecmlpc1sLySPXeGE,0.0,1,0.188,-5.64,0,Dancing In the Dark,77,1984-06-04,0.0366,148.72299999999996,0.495,1984
39167,0.00134,"Key4050', 'Plumb",0.537,242391,0.987,0,6OEjkvjWsCyapdxfYgBARm,0.0652,7,0.455,-5.37,1,I Love You,25,2019-12-13,0.0712,137.99,0.171,2019
124071,0.0133,Pretty Ricky,0.687,242587,0.871,0,3bsoEOP4NHEoeVbAAYdbaU,0.0,6,0.122,-5.4689999999999985,1,On the Hotline,48,2007-01-22,0.171,92.998,0.629,2007
111366,0.179,Mina,0.609,113162,0.47,0,62k1mSdtnaH0pwKgYVb9bs,0.0,9,0.14,-8.071,1,Non voglio cioccolata,0,1942-11-13,0.043,80.07,0.912,1942
98243,0.635,Les Baxter,0.531,165053,0.7809999999999999,0,6P85VXy2xo5t42Qc0P6uA6,0.5870000000000001,0,0.258,-11.733,1,Congo Train,15,1959-01-01,0.0343,109.013,0.897,1959
71285,0.0468,Too $hort,0.951,343733,0.51,1,0aMhtRysxPRDSYtY1E1rwt,3.04e-06,1,0.211,-9.75,1,Money in the Ghetto,37,1993-10-24,0.17800000000000002,103.065,0.386,1993
82670,0.8029999999999999,"Dinah Washington', 'Malcolm Addey",0.536,145973,0.187,0,4caVIPXaKAmEyPIpTqKWW3,3.45e-05,0,0.119,-13.27,1,Don't Come Running Back to Me,19,1963,0.0396,67.491,0.408,1963
161117,0.991,Unspecified,0.66,113707,0.483,0,0HizpHdWomi53G41g3XS0H,0.0471,6,0.125,-12.771,1,La Bamba (The Bamba),0,1955-01-01,0.0815,123.545,0.672,1955
143387,0.955,Rita Ampatzi,0.476,192560,0.6459999999999999,0,6ogMuy6mfss8qCM81rCXMy,1.26e-05,10,0.14,-5.524,0,Sto potamo ta rouxa mou,0,1930-01-01,0.0756,85.51100000000002,0.795,1930
119813,0.138,Roky Erickson,0.4320000000000001,187147,0.82,0,1yhw3sXRlXwTlU7bnlfrMP,0.0,7,0.328,-7.106,1,Starry Eyes,27,1986,0.0565,154.386,0.7290000000000001,1986
65867,0.884,"Arvo Pärt', 'Frans Helmerson', 'Neeme Järvi', 'Bamberg Symphony",0.501,203333,0.541,0,4DcTVNL6iw9jv7j8uhjs6D,0.66,0,0.181,-14.503,1,Pro et Contra - Concerto for Cello and Orchestra (1966): III. Allegro,0,2010-07-06,0.0595,126.685,0.194,2010
167812,0.258,"""Weird Al"" Yankovic",0.591,191600,0.6920000000000001,0,73zpAPkjcHFhl29MOFlqhK,0.000102,7,0.0636,-11.895,0,Money for Nothing / Beverly Hillbillies,26,1989-01-01,0.0337,139.045,0.512,1989
19247,0.0851,The Cars,0.525,254573,0.785,0,6Ez8qXXQTnv8v0xSpepujl,0.0159,11,0.4,-6.255,0,All Mixed Up - 2016 Remaster,12,2016-03-11,0.0278,122.116,0.805,2016
169884,0.16399999999999998,The Get Up Kids,0.607,259267,0.69,0,1Lv33qFAcC8028WWHNNRMM,0.0116,4,0.139,-8.378,1,Valentine,36,1999-09-21,0.0289,108.523,0.392,1999
167685,0.522,Elmer Fudpucker,0.6,351387,0.752,1,23B5L2Er2Mwn5FpypW3V3u,0.0,0,0.336,-9.128,1,Damn D.O.T.,25,1988-09-18,0.233,96.261,0.6709999999999999,1988
116518,0.653,Dionne Warwick,0.78,170813,0.34600000000000003,0,64nfPHFk5A30jsH0aFwoPl,0.0,2,0.0915,-8.969,0,Walk the Way You Talk,34,1970,0.0356,118.219,0.479,1970
92828,0.7070000000000001,Khruangbin,0.635,218307,0.3,0,4AKUOaCRcoKTFnVI9LtsrN,0.8290000000000001,2,0.574,-13.957,0,White Gloves,65,2015-11-06,0.0285,91.452,0.772,2015
69747,0.0016,AC/DC,0.43,173653,0.6,0,1nUk7iNwJ26jIhNaEHt910,0.925,5,0.128,-8.259,1,D.T.,40,1986-05-24,0.067,99.187,0.4370000000000001,1986
26891,0.789,Miles Davis,0.557,254440,0.512,0,0Ovl44lVxSvbdYVrPwCfjq,2.97e-06,8,0.25,-9.194,1,Budo,27,1957-03-18,0.0475,116.006,0.778,1957
83218,0.311,Cher,0.515,165293,0.29100000000000004,0,75miYzXfHBB7Bb8zbLMzFZ,0.0,7,0.28800000000000003,-17.016,0,Bang Bang (My Baby Shot Me Down),34,1966-04-01,0.0302,84.264,0.7809999999999999,1966
91793,0.312,"Jazz At Lincoln Center Orchestra', 'Wynton Marsalis",0.499,1191416,0.903,0,1ueHZEAhJTYgZ9QPvyB9re,0.0183,5,0.932,-4.262,1,"Ring Shout: ""Peace of Mind"" (Live in Cuba, 2010)",3,2017-08-03,0.041,105.788,0.732,2017
56914,0.00777,Falling In Reverse,0.675,213371,0.97,0,5JUufCEin0aXyFLXCzJbUL,0.0,8,0.331,-2.164,1,Fashionably Late,62,2013-06-18,0.0613,106.973,0.568,2013
155091,0.0644,Natasha Brown,0.809,193500,0.71,0,4mirLp4Cl23zgclIPzfhvu,3.31e-06,5,0.118,-5.3,1,Vulnerable,0,2020-12-29,0.15,100.102,0.226,2020
162104,0.868,The Flamingos,0.308,145120,0.364,0,0HvlyG8t60NmtL6hkL9HeZ,0.0,2,0.417,-6.961,1,Never in This World,5,1960-11-15,0.0295,112.219,0.29100000000000004,1960
6671,0.952,Nat King Cole,0.241,194987,0.237,0,5dae01pKNjRQtgOeAkFzPY,0.0,1,0.113,-12.201,1,Mona Lisa,54,1954-01-01,0.0371,174.578,0.303,1954
112759,0.985,"Iqbal Bano', 'Munawar Sultana",0.675,223947,0.259,0,1coDfFii1HHy7CKnJmFLhD,0.199,7,0.114,-24.057,1,Dholak Geet - Folk song from Punjabi region,3,1951-01-01,0.0782,99.677,0.8009999999999999,1951
155475,0.5379999999999999,Charttraxx Karaoke,0.484,236617,0.527,0,4OGi6PY1Jhl4YlFctdT7Mw,0.945,0,0.0882,-8.346,1,All She Wrote - Karaoke Version In the Style of Default,0,2010-12-01,0.0286,85.094,0.104,2010
86716,0.0027600000000000003,REO Speedwagon,0.459,253027,0.926,0,1DXB8roW8kLNA928D4DEjU,0.6679999999999999,2,0.279,-9.66,1,I Do' Wanna Know,35,1984-11-05,0.0495,150.101,0.882,1984
58012,0.257,Ski Mask The Slump God,0.8809999999999999,129547,0.623,1,3EikYy40GMSp8l5mDV6IQo,1.5e-06,1,0.0964,-9.662,1,Foot Fungus,69,2018-11-30,0.119,88.95299999999996,0.745,2018
100653,0.514,Elton John,0.441,247093,0.915,0,0v35NYiR3B6pyUAHjKqHEo,1.53e-05,5,0.946,-7.412000000000001,1,Honky Tonk Women,28,1971-03-12,0.127,140.71,0.7190000000000001,1971
47269,0.459,The Turtles,0.514,162200,0.315,0,62ECcEUTVSnDvavP0al1ja,0.0,2,0.0776,-13.969,1,Eve Of Destruction (Stereo),35,1965,0.0506,120.976,0.523,1965
117733,1.06e-05,Ramones,0.183,135067,0.902,0,1WAzagNaWNsT2i1b4ryMwT,0.537,9,0.129,-4.267,1,Loudmouth - 2016 Remaster,31,1976-04-26,0.121,177.658,0.757,1976
91267,0.91,"Johann Strauss I', 'Zubin Mehta', 'Wiener Philharmoniker",0.552,149987,0.607,0,2ymG8EfivQwCFVRm8ZgsEb,0.877,4,0.657,-15.685,0,"Furioso-Galopp, Op. 114",6,2007,0.197,89.979,0.467,2007
78842,0.995,"Parul Ghosh', 'Suresh",0.552,200467,0.127,0,4V6BL2066BWvuSsoccevYQ,0.856,5,0.134,-15.876,0,Tum Ko Mubarak Ho,0,1942-01-01,0.102,65.385,0.494,1942
2515,0.978,Billie Holiday,0.531,175560,0.107,0,3jo0ueWLfBnouRVKKZIHUw,9.13e-06,6,0.15,-12.904000000000002,1,I Cover the Waterfront,32,1933,0.0358,76.245,0.295,1933
64902,0.264,Timi Yuro,0.618,165707,0.83,0,4pm0n3tssKLImGyXPQ3fRY,0.0,9,0.266,-5.722,1,What's A Matter Baby (Is It Hurting You),28,1962-09-10,0.048,112.58,0.8640000000000001,1962
69815,0.124,Los Toreros Muertos,0.7120000000000001,339933,0.55,0,2fYRXoal0ysbJJBUddCGDb,0.0,0,0.22,-14.292,1,Mi Agüita Amarilla,53,1986-01-30,0.0467,130.46,0.893,1986
58379,0.00851,"Greg Sletteland', 'DJ Utopia",0.496,193043,0.932,0,7qPTs2BmbdGJ8my1l8e9Tj,0.0525,7,0.267,-4.9430000000000005,1,Take Me Higher to Tomorrowland DJ (Electronic Dance Music Festival EDM Hits Club Remix),24,2020-03-03,0.0316,137.985,0.132,2020
7755,0.8079999999999999,Elvis Presley,0.655,115280,0.405,0,0tHcXWIYt99GY8BONrPIfA,1.33e-06,2,0.116,-9.825,1,That's All Right,47,1959-01-23,0.036000000000000004,105.272,0.696,1959
104657,0.446,Samuray,0.4320000000000001,186000,0.49,0,2mtmzpVrpTRuS3yuL8iFz4,0.0,0,0.34,-5.924,1,Amor Imposible,35,1991-01-01,0.0457,159.225,0.5379999999999999,1991
143209,0.152,"Tainy', 'Lauren Jauregui', 'C. Tangana",0.826,188691,0.504,0,4LwansiWcZUM08phrV3S6x,4.85e-05,8,0.369,-7.355,1,NADA,0,2021-01-22,0.14,91.999,0.509,2021
158149,0.35200000000000004,Juice WRLD,0.5429999999999999,239960,0.575,0,1Bmn5aStO2S33dz1Di0g3K,0.0,6,0.28,-7.155,0,Lucid Dreams,64,2018-05-04,0.211,83.941,0.234,2018
95876,0.99,Amirbai Karnataki,0.63,169300,0.213,0,5FG0tWautf0Xwx2FYAbUfE,0.0193,6,0.117,-6.416,1,Dekhoji Dekho Aaya Mausam Bahar Ka,0,1947-12-31,0.446,181.08,0.748,1947
105105,0.0953,Black Moon,0.6970000000000001,279107,0.636,1,59WUs7XrUI47VZZ5NxZWCs,0.0,2,0.157,-12.447,1,Buck Em Down,38,1993-10-19,0.0971,96.962,0.473,1993
11454,0.962,"Giuseppe Verdi', 'Ileana Cotrubas', 'Plácido Domingo', 'Chor der Bayerischen Staatsoper München', 'Bavarian State Orchestra', 'Carlos Kleiber",0.424,175507,0.214,0,41ujv4mhxlqR8nlnieDpDp,2.9e-05,10,0.6809999999999999,-17.688,1,La Traviata / Act 1: Libiamo ne'lieti calici,57,1977-01-01,0.0763,113.211,0.282,1977
5668,0.821,Bing Crosby,0.322,155480,0.222,0,5qc5aTui4aehCmszpp4mMx,0.0,8,0.139,-7.322,1,The First Nowell,45,1949-01-01,0.0282,95.255,0.47,1949
121767,0.00126,Screaming Trees,0.252,235013,0.913,0,5LnDh6oNBR8jkdMTmqbL4h,0.0013800000000000002,2,0.116,-5.807,1,All I Know,34,1996-06-25,0.085,174.5,0.451,1996
11962,0.00269,Bob Seger,0.644,233347,0.8290000000000001,0,7q8ma1NaWeQfmO6zdvuuT6,0.00447,8,0.0794,-4.399,1,Her Strut,51,1980-02-25,0.0512,115.883,0.461,1980
167182,0.0119,Mr. Mister,0.648,258667,0.805,0,5RJKzV3eWF4AVw9VYO2ePv,0.000168,9,0.381,-9.869,1,Black/White,28,1985-11-27,0.0435,134.009,0.737,1985
6791,0.969,Jackie Gleason,0.236,196680,0.247,0,44TsypmU78QhrznBxd7k0n,0.945,0,0.21,-11.727,1,Unforgettable,21,1954-08-02,0.0349,61.404,0.0641,1954
80001,0.925,Gioula Kotrotsou,0.486,207226,0.5820000000000001,0,0FM2S7tSIyvMh24INYaETB,0.0,10,0.0886,-8.065,1,Na eixa ena milo na erixna / Soulimiotissa / Mi me derneis kale mana,0,1950-01-01,0.0368,90.606,0.919,1950
154853,0.28600000000000003,Toddo,0.322,197947,0.339,0,45DPixFZ5mww5PGQDqlSmW,0.0013,1,0.0966,-9.685,1,When You Are By My Side,0,2000-01-01,0.0258,89.04,0.17600000000000002,2000
165827,0.0484,Tom Petty and the Heartbreakers,0.642,273573,0.797,0,7BMlJ9q7aU3m8wFIUzhARZ,0.0086,9,0.0692,-5.8889999999999985,1,You Tell Me,21,1979-10-19,0.0238,108.98,0.873,1979
2838,0.988,Maurice Jaubert,0.108,180038,0.485,0,2NoHInb5owPDVBCaznD0S8,0.885,3,0.188,-10.672,0,Part.5 (From En Crète sans les dieux) (1934),0,1934-01-01,0.0483,72.14399999999998,0.185,1934
132182,0.404,"Hariharan', 'Sadhana Sargam",0.615,357200,0.28800000000000003,0,607hpLhAvR8cWMieN1GjS0,0.0,1,0.236,-13.494000000000002,1,Chanda Re Chanda Re,24,1966-12-01,0.0367,90.976,0.439,1966
78201,0.981,"Francisco Canaro', 'Ernesto Fama",0.565,138600,0.377,0,6gJGCgMOWxDoXcLLgXxjjX,0.00449,8,0.236,-6.6789999999999985,0,Vanidad - Remasterizado,1,1939-01-28,0.0416,134.429,0.7390000000000001,1939
104048,0.0459,Luis Miguel,0.604,216600,0.863,0,1BkWs6sjxg239MVdm3xOFx,0.00024,11,0.11,-12.089,0,Separados,48,1988-11-25,0.0367,144.08700000000005,0.779,1988
165837,0.914,The Cure,0.456,256880,0.879,0,1DNNSmqiqxTrrE6jv0Qok1,0.915,0,0.111,-10.231,1,The Cocktail Party - Group Home Demo 3/78,20,1979-05-11,0.0922,130.761,0.8270000000000001,1979
10953,0.276,Rainbow,0.594,277227,0.77,0,52bzQkgk8TznulGvKOPQTK,0.0176,7,0.0575,-8.267000000000001,0,Man On The Silver Mountain,59,1975-01-01,0.032,107.484,0.8270000000000001,1975
102513,0.0869,The Brothers Johnson,0.878,225800,0.713,0,6tqRmQeGuM0n8nrcch3gp0,0.145,11,0.0379,-11.012,0,Light Up The Night,32,1980-04-16,0.046,122.442,0.926,1980
51685,0.172,Pink Floyd,0.232,363721,0.494,0,4ggDbvTME5EAso1xfGX2M0,1.13e-05,5,0.866,-12.387,1,The Dogs of War,43,1987-09-08,0.0585,86.243,0.11,1987
29549,0.58,Led Zeppelin,0.338,482830,0.34,0,0RO9W1xJoUEpq5MEelddFb,0.0032,9,0.116,-12.049,0,Stairway to Heaven - Remaster,49,1971-11-08,0.0339,82.43299999999998,0.197,1971
23421,0.53,Эрнест Хемингуэй,0.715,110232,0.114,1,0OSl0DkfBKj1zVS5E4bfGg,0.0,1,0.821,-17.151,0,Часть 93.4 & Часть 94.1 - По ком звонит колокол,0,1940,0.949,83.56200000000003,0.69,1940
4005,0.675,"Duke Ellington', 'Duke Ellington Orchestra",0.6,291267,0.5820000000000001,0,7rKU3FzgxtTx9kW22b8s2i,0.229,4,0.448,-14.853,0,Rockin' in Rhythm,4,1940-01-01,0.0984,96.864,0.517,1940
101466,0.0771,Donald Byrd,0.6990000000000001,308427,0.816,0,6rdqOrVDOSrTCuty0748AV,0.276,1,0.369,-8.743,1,Change (Makes You Want To Hustle),30,1975,0.0673,105.578,0.6859999999999999,1975
158478,0.957,Egyptian Meditation Temple,0.402,235872,0.208,0,3fwRE93b01ccEanjhRFvlv,0.925,10,0.115,-18.805,1,Iranian New Year Celebration,0,2019-02-26,0.0351,155.83,0.321,2019
8156,0.8170000000000001,Johnny Horton,0.84,140467,0.439,0,2jWSfDhLJX79flsExPjr77,0.0,4,0.262,-12.515999999999998,1,Johnny Reb,36,1961,0.0429,115.05,0.89,1961
22608,0.879,Billie Holiday,0.617,182467,0.208,0,7pPvvI7qrrUI6F517FRAxy,0.0,0,0.335,-11.49,0,"One Never Knows, Does One?",6,1936,0.0338,82.57600000000002,0.48,1936
102259,0.057,The Cure,0.531,201413,0.87,0,1t28HJVBCD73OrRItUraIc,8.99e-05,10,0.14,-4.298,0,I'm Cold - Sav Studio Demo 11/77,25,1979-05-11,0.0423,158.539,0.8809999999999999,1979
29472,0.6579999999999999,Harry Nilsson,0.7979999999999999,125667,0.511,0,5KjRITicSHJM88w3U9LwLM,0.00285,10,0.142,-14.078,1,Me and My Arrow,41,1970-12-01,0.034,91.568,0.962,1970
149674,0.512,"Tintin', 'Tomas Bolme', 'Bert-Åke Varg",0.653,53573,0.272,0,2dkphbyJcc2iDyLccSK66H,0.0,10,0.316,-17.824,0,"Rackham den Rödes skatt, del 20",24,1974-07-10,0.955,85.823,0.537,1974
31593,0.711,Diego Verdaguer,0.5489999999999999,228613,0.407,0,5896oDAbxu2P8PF6qKZze9,0.541,7,0.19,-15.279000000000002,1,Qué Sufras Más,51,1981-01-01,0.0252,105.288,0.741,1981
56477,0.0031100000000000004,Forza,0.82,479944,0.618,0,29t6GtW3K28aPBXYZDVyKH,0.342,2,0.071,-10.181,1,Me Encanta Dios - 2011 Remix,0,2008,0.0637,127.991,0.103,2008
74944,0.000108,Hollywood Undead,0.563,167667,0.946,0,7J8D1BVioYBaKFUnDAHTak,0.00512,9,0.118,-5.72,1,Another Way Out,62,2012-01-01,0.0548,149.966,0.652,2012
75768,0.6679999999999999,NEEDTOBREATHE,0.5479999999999999,200120,0.3670000000000001,0,1kiylxwnw8R8rJoCDtubWM,0.0,5,0.14400000000000002,-9.271,1,LET'S STAY HOME TONIGHT,62,2016-07-15,0.0309,147.946,0.416,2016
146910,0.616,Speedy West,0.624,160133,0.222,0,2sZQ0P4zFzLrzxddbzuMyz,0.124,7,0.194,-12.259,1,Steelin' Moonlight,7,1960,0.0292,102.454,0.494,1960
37967,0.000132,Alexandre Bergheau,0.523,71640,0.919,0,3dEYxh8aiJJWV69yOmBjlS,0.459,1,0.493,-6.41,1,Damavand (Mix Cut) - Original Mix,4,2013-12-20,0.0499,134.017,0.375,2013
171024,0.00594,Miami Beatz,0.868,215001,0.493,0,0iA0f6ZQAXfyPptvqWqqKY,0.0,6,0.0567,-7.496,1,La Camisa Negra,0,2020-06-09,0.0359,97.027,0.885,2020
